Organization,Raw Grade Code,Normalized Grade Family,Normalized Seniority Tier,International / National / Local,Staff / Consultant / Contractor / Other,Approximate UN Equivalent,Approximate Experience Range,Typical Role Scope,Supervisory Expectations,Notes / Caveats,Confidence Level,Evidence Type
International Seabed Authority,GS 5,UN General Service,T2_JUNIOR_PROFESSIONAL,Local,Staff,G-5,5+ years,Senior assistant / para-professional support,May coordinate support tasks,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades. Added General Service grade variant; local/support category, not a P-grade equivalent.",MEDIUM,official common-system / same-category mapping
International Seabed Authority,G6,UN General Service,T3_MID_PROFESSIONAL,Local,Staff,G-6,6+ years,Senior associate / complex support,May supervise support staff,UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades.,MEDIUM,official common-system / same-category mapping
International Seabed Authority,G 6,UN General Service,T3_MID_PROFESSIONAL,Local,Staff,G-6,6+ years,Senior associate / complex support,May supervise support staff,UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades.,MEDIUM,official common-system / same-category mapping
International Seabed Authority,G.6,UN General Service,T3_MID_PROFESSIONAL,Local,Staff,G-6,6+ years,Senior associate / complex support,May supervise support staff,UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades.,MEDIUM,official common-system / same-category mapping
International Seabed Authority,GS-6,UN General Service,T3_MID_PROFESSIONAL,Local,Staff,G-6,6+ years,Senior associate / complex support,May supervise support staff,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades. Added General Service grade variant; local/support category, not a P-grade equivalent.",MEDIUM,official common-system / same-category mapping
International Seabed Authority,GS6,UN General Service,T3_MID_PROFESSIONAL,Local,Staff,G-6,6+ years,Senior associate / complex support,May supervise support staff,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades. Added General Service grade variant; local/support category, not a P-grade equivalent.",MEDIUM,official common-system / same-category mapping
International Seabed Authority,GS 6,UN General Service,T3_MID_PROFESSIONAL,Local,Staff,G-6,6+ years,Senior associate / complex support,May supervise support staff,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades. Added General Service grade variant; local/support category, not a P-grade equivalent.",MEDIUM,official common-system / same-category mapping
International Seabed Authority,G7,UN General Service,T3_MID_PROFESSIONAL,Local,Staff,G-7,7+ years,Highest local GS specialist/support lead,Often supervises support functions,UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades.,MEDIUM,official common-system / same-category mapping
International Seabed Authority,G 7,UN General Service,T3_MID_PROFESSIONAL,Local,Staff,G-7,7+ years,Highest local GS specialist/support lead,Often supervises support functions,UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades.,MEDIUM,official common-system / same-category mapping
International Seabed Authority,G.7,UN General Service,T3_MID_PROFESSIONAL,Local,Staff,G-7,7+ years,Highest local GS specialist/support lead,Often supervises support functions,UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades.,MEDIUM,official common-system / same-category mapping
International Seabed Authority,GS-7,UN General Service,T3_MID_PROFESSIONAL,Local,Staff,G-7,7+ years,Highest local GS specialist/support lead,Often supervises support functions,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades. Added General Service grade variant; local/support category, not a P-grade equivalent.",MEDIUM,official common-system / same-category mapping
International Seabed Authority,GS7,UN General Service,T3_MID_PROFESSIONAL,Local,Staff,G-7,7+ years,Highest local GS specialist/support lead,Often supervises support functions,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades. Added General Service grade variant; local/support category, not a P-grade equivalent.",MEDIUM,official common-system / same-category mapping
International Seabed Authority,GS 7,UN General Service,T3_MID_PROFESSIONAL,Local,Staff,G-7,7+ years,Highest local GS specialist/support lead,Often supervises support functions,"UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy. General Service is support/local; do not map directly to P grades. Added General Service grade variant; local/support category, not a P-grade equivalent.",MEDIUM,official common-system / same-category mapping
International Telecommunication Union,P1,UN International Professional,T1_ENTRY_SUPPORT,International,Staff,P-1,0-2 years,Entry professional analysis under close supervision,Normally none,UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy.,HIGH,official common-system / same-code mapping
International Telecommunication Union,P 1,UN International Professional,T1_ENTRY_SUPPORT,International,Staff,P-1,0-2 years,Entry professional analysis under close supervision,Normally none,UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy.,HIGH,official common-system / same-code mapping
International Telecommunication Union,P.1,UN International Professional,T1_ENTRY_SUPPORT,International,Staff,P-1,0-2 years,Entry professional analysis under close supervision,Normally none,UN Common System or common-system-aligned grade code; actual categories used vary by agency and vacancy.,HIGH,official common-system / same-code mapping
